,prob_transmission,Run,Number_of_Patients_sick,prob_patient_sick,prob_new_patient,isolation_factor,cleaningDay,isolate_sick,isolation_time,icu_hcw_wash_rate,outside_hcw_wash_rate,height,width
0,1e-05,0,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
1,1e-05,1,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
2,1e-05,2,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
3,1e-05,3,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
4,1e-05,4,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
5,1e-05,5,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
6,1e-05,6,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
7,1e-05,7,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
8,1e-05,8,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
9,1e-05,9,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
10,1e-05,10,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
11,1e-05,11,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
12,1e-05,12,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
13,1e-05,13,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
14,1e-05,14,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
15,1e-05,15,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
16,1e-05,16,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
17,1e-05,17,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
18,1e-05,18,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
19,1e-05,19,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
20,1e-05,20,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
21,1e-05,21,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
22,1e-05,22,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
23,1e-05,23,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
24,1e-05,24,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
25,2e-05,25,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
26,2e-05,26,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
27,2e-05,27,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
28,2e-05,28,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
29,2e-05,29,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
30,2e-05,30,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
31,2e-05,31,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
32,2e-05,32,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
33,2e-05,33,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
34,2e-05,34,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
35,2e-05,35,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
36,2e-05,36,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
37,2e-05,37,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
38,2e-05,38,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
39,2e-05,39,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
40,2e-05,40,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
41,2e-05,41,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
42,2e-05,42,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
43,2e-05,43,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
44,2e-05,44,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
45,2e-05,45,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
46,2e-05,46,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
47,2e-05,47,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
48,2e-05,48,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
49,2e-05,49,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
50,3.0000000000000004e-05,50,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
51,3.0000000000000004e-05,51,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
52,3.0000000000000004e-05,52,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
53,3.0000000000000004e-05,53,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
54,3.0000000000000004e-05,54,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
55,3.0000000000000004e-05,55,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
56,3.0000000000000004e-05,56,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
57,3.0000000000000004e-05,57,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
58,3.0000000000000004e-05,58,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
59,3.0000000000000004e-05,59,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
60,3.0000000000000004e-05,60,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
61,3.0000000000000004e-05,61,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
62,3.0000000000000004e-05,62,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
63,3.0000000000000004e-05,63,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
64,3.0000000000000004e-05,64,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
65,3.0000000000000004e-05,65,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
66,3.0000000000000004e-05,66,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
67,3.0000000000000004e-05,67,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
68,3.0000000000000004e-05,68,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
69,3.0000000000000004e-05,69,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
70,3.0000000000000004e-05,70,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
