,prob_transmission,Run,Number_of_Patients_sick,prob_patient_sick,prob_new_patient,isolation_factor,cleaningDay,isolate_sick,isolation_time,icu_hcw_wash_rate,outside_hcw_wash_rate,height,width
0,1e-05,0,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
1,1e-05,1,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
2,1e-05,2,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
3,1e-05,3,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
4,1e-05,4,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
5,1e-05,5,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
6,1e-05,6,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
7,1e-05,7,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
8,1e-05,8,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
9,1e-05,9,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
10,1e-05,10,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
11,1e-05,11,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
12,1e-05,12,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
13,1e-05,13,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
14,1e-05,14,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
15,1e-05,15,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
16,1e-05,16,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
17,1e-05,17,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
18,1e-05,18,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
19,1e-05,19,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
20,1e-05,20,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
21,1e-05,21,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
22,1e-05,22,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
23,1e-05,23,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
24,1e-05,24,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
25,1e-05,25,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
26,1e-05,26,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
27,1e-05,27,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
28,1e-05,28,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
29,1e-05,29,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
30,1e-05,30,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
31,1e-05,31,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
32,1e-05,32,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
33,1e-05,33,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
34,1e-05,34,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
35,1e-05,35,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
36,1e-05,36,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
37,1e-05,37,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
38,1e-05,38,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
39,1e-05,39,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
40,1e-05,40,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
41,1e-05,41,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
42,1e-05,42,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
43,1e-05,43,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
44,1e-05,44,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
45,1e-05,45,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
46,1e-05,46,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
47,1e-05,47,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
48,1e-05,48,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
49,1e-05,49,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
50,2e-05,50,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
51,2e-05,51,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
52,2e-05,52,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
53,2e-05,53,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
54,2e-05,54,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
55,2e-05,55,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
56,2e-05,56,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
57,2e-05,57,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
58,2e-05,58,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
59,2e-05,59,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
60,2e-05,60,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
61,2e-05,61,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
62,2e-05,62,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
63,2e-05,63,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
64,2e-05,64,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
65,2e-05,65,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
66,2e-05,66,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
67,2e-05,67,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
68,2e-05,68,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
69,2e-05,69,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
70,2e-05,70,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
71,2e-05,71,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
72,2e-05,72,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
73,2e-05,73,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
74,2e-05,74,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
75,2e-05,75,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
76,2e-05,76,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
77,2e-05,77,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
78,2e-05,78,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
79,2e-05,79,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
80,2e-05,80,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
81,2e-05,81,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
82,2e-05,82,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
83,2e-05,83,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
84,2e-05,84,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
85,2e-05,85,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
86,2e-05,86,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
87,2e-05,87,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
88,2e-05,88,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
89,2e-05,89,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
90,2e-05,90,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
91,2e-05,91,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
92,2e-05,92,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
93,2e-05,93,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
94,2e-05,94,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
95,2e-05,95,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
96,2e-05,96,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
97,2e-05,97,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
98,2e-05,98,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
99,2e-05,99,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
100,3.0000000000000004e-05,100,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
101,3.0000000000000004e-05,101,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
102,3.0000000000000004e-05,102,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
103,3.0000000000000004e-05,103,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
104,3.0000000000000004e-05,104,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
105,3.0000000000000004e-05,105,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
106,3.0000000000000004e-05,106,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
107,3.0000000000000004e-05,107,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
108,3.0000000000000004e-05,108,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
109,3.0000000000000004e-05,109,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
110,3.0000000000000004e-05,110,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
111,3.0000000000000004e-05,111,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
