,prob_transmission,Run,Number_of_Patients_sick,prob_patient_sick,prob_new_patient,isolation_factor,cleaningDay,isolate_sick,isolation_time,icu_hcw_wash_rate,outside_hcw_wash_rate,height,width
0,1e-05,0,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
1,1e-05,1,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
2,1e-05,2,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
3,1e-05,3,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
4,1e-05,4,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
5,1e-05,5,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
6,1e-05,6,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
7,1e-05,7,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
8,1e-05,8,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
9,1e-05,9,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
10,1e-05,10,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
11,1e-05,11,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
12,1e-05,12,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
13,1e-05,13,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
14,1e-05,14,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
15,1e-05,15,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
16,1e-05,16,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
17,1e-05,17,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
18,1e-05,18,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
19,1e-05,19,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
20,1e-05,20,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
21,1e-05,21,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
22,1e-05,22,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
23,1e-05,23,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
24,1e-05,24,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
25,1e-05,25,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
26,1e-05,26,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
27,1e-05,27,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
28,1e-05,28,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
29,1e-05,29,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
30,1e-05,30,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
31,1e-05,31,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
32,1e-05,32,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
33,1e-05,33,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
34,1e-05,34,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
35,1e-05,35,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
36,1e-05,36,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
37,1e-05,37,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
38,1e-05,38,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
39,1e-05,39,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
40,1e-05,40,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
41,1e-05,41,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
42,1e-05,42,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
43,1e-05,43,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
44,1e-05,44,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
45,1e-05,45,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
46,1e-05,46,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
47,1e-05,47,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
48,1e-05,48,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
